Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Flexible photovoltaic films,United Solar Ovonic (Energy Conversion Devices),"Auburn Hills, Michigan, USA","Auburn Hills (USA), Greenville (USA), Tijuana (Mexico)",procurement@uni-solar.com,www.uni-solar.com,4.3,80,"$220,000,000",1960,650,"Mark Morelli, +1-248-293-0440","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Energy star partner, Sustainable manufacturing",2,7.9%
Flexible photovoltaic films,MiaSolé,"Santa Clara, California, USA","Santa Clara (USA), Sunnyvale (USA), Hangzhou (China)",procurement@miasole.com,www.miasole.com,4.4,60,"$150,000,000",2004,320,"Atiye Bayman, +1-408-919-5700","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Environmental stewardship, Low-impact solar",2,15.8%
Flexible photovoltaic films,Flisom AG,"Zurich, Switzerland","Zurich (Switzerland), Niederhasli (Switzerland)",procurement@flisom.com,www.flisom.com,4.5,35,"$75,000,000",2005,95,"Dr. Ayodhya N. Tiwari, +41-44-824-3000","ISO 9001, ISO 14001",15,"Net 30",6,"ISO 9001:2015, ISO 14001","Swiss clean energy standards, Sustainable materials",2,22.3%
Cryogenic computing components,IBM Research,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan), Almaden (USA)",quantum-procurement@ibm.com,www.research.ibm.com/quantum-computing,4.9,120,"$73,620,000,000",1911,350000,"Dr. Dario Gil, +1-914-945-3000","ISO 9001, ISO 14001, ISO 27001",45,"Net 60",24,"ISO 9001:2015, ISO 14001, ISO 27001:2013","IBM Environmental Affairs, Quantum sustainability",1,7.8%
Cryogenic computing components,Bluefors Oy,"Helsinki, Finland","Helsinki (Finland), Espoo (Finland), Liege (Belgium)",procurement@bluefors.com,www.bluefors.com,4.8,85,"$120,000,000",2008,350,"Rob Blaauwgeers, +358-9-5617-4800","ISO 9001",60,"Net 45",12,"ISO 9001:2015","Clean energy initiative, Efficient cooling systems",1,32.5%
Cryogenic computing components,Quantum Circuits Inc,"New Haven, Connecticut, USA","New Haven (USA), Boston (USA)",procurement@quantumcircuits.com,www.quantumcircuits.com,4.7,55,"$95,000,000",2015,120,"Dr. Robert Schoelkopf, +1-203-785-3000","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Energy efficiency programs, Sustainable computing",1,42.3%
Cryogenic computing components,Intel Quantum Hardware,"Hillsboro, Oregon, USA","Hillsboro (USA), Santa Clara (USA), Chandler (USA)",quantum.procurement@intel.com,www.intel.com/content/www/us/en/research/quantum-computing.html,4.8,130,"$79,000,000,000",1968,121000,"Jim Clarke, +1-503-677-8080","ISO 9001, ISO 14001, IATF 16949",45,"Net 60",24,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Corporate sustainability goals, RISE strategy",1,9.7%
Cryogenic computing components,Oxford Instruments NanoScience,"Oxford, United Kingdom","Oxford (UK), Abingdon (UK), Tubney Woods (UK), Boulder (USA)",nanoscience.procurement@oxinst.com,www.nanoscience.oxinst.com,4.8,95,"$470,000,000",1959,1700,"Ian Barkshire, +44-1865-393200","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001","Environmental impact reduction, Energy efficiency",1,12.5%
Cryogenic computing components,Janis Research Company,"Woburn, Massachusetts, USA","Woburn (USA), Massachusetts (USA)",procurement@janis.com,www.janis.com,4.6,60,"$85,000,000",1961,200,"Norman C. Janis, +1-781-491-0888","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Low-carbon operations, Energy efficiency",2,8.3%
Cryogenic computing components,D-Wave Systems,"Burnaby, British Columbia, Canada","Burnaby (Canada), Palo Alto (USA), Tokyo (Japan)",procurement@dwavesys.com,www.dwavesys.com,4.7,70,"$167,000,000",1999,180,"Alan Baratz, +1-604-630-1428","ISO 9001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 27001:2013","Environmental sustainability program, Energy minimization",1,23.8%
Cryogenic computing components,ColdQuanta,"Boulder, Colorado, USA","Boulder (USA), Madison (USA), Oxford (UK)",procurement@coldquanta.com,www.coldquanta.com,4.6,40,"$110,000,000",2007,100,"Bo Ewald, +1-303-440-1284","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Quantum-enabled sustainability, Efficient cooling",2,41.5%
Cryogenic computing components,Kiutra GmbH,"Munich, Germany","Munich (Germany), Garching (Germany)",procurement@kiutra.com,www.kiutra.com,4.5,30,"$18,000,000",2018,45,"Alexander Regnat, +49-89-3540-7790","ISO 9001",21,"Net 30",6,"ISO 9001:2015","German energy standards, Green cooling technology",2,37.2%
Bio-implantable germanium sensors,Medtronic,"Dublin, Ireland","Dublin (Ireland), Minneapolis (USA), Shanghai (China), Tolochenaz (Switzerland)",procurement@medtronic.com,www.medtronic.com,4.9,85,"$31,700,000,000",1949,90000,"Geoff Martha, +1-763-514-4000","ISO 9001, ISO 13485, FDA",45,"Net 60",24,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Environmental Health & Safety Policy, Carbon neutrality",1,6.8%
Bio-implantable germanium sensors,Abbott Laboratories,"Abbott Park, Illinois, USA","Abbott Park (USA), Alameda (USA), Singapore, Clonmel (Ireland)",procurement@abbott.com,www.abbott.com,4.8,75,"$43,100,000,000",1888,113000,"Robert B. Ford, +1-224-667-6100","ISO 9001, ISO 13485, FDA",30,"Net 60",18,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Sustainability goals 2030, Reduce environmental impact",1,5.5%
Bio-implantable germanium sensors,Boston Scientific,"Marlborough, Massachusetts, USA","Marlborough (USA), Valencia (USA), Galway (Ireland), Singapore",procurement@bsci.com,www.bostonscientific.com,4.7,65,"$12,700,000,000",1979,41000,"Michael Mahoney, +1-508-683-4000","ISO 9001, ISO 13485, FDA",30,"Net 45",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Sustainable value chain, Carbon footprint reduction",1,8.2%
Bio-implantable germanium sensors,Biotronik,"Berlin, Germany","Berlin (Germany), Lake Oswego (USA), Tokyo (Japan), Singapore",procurement@biotronik.com,www.biotronik.com,4.6,50,"$1,200,000,000",1963,8000,"Dr. Max Schaldach Jr, +49-30-68905-0","ISO 9001, ISO 13485, FDA",30,"Net 45",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Sustainable manufacturing, Green company initiative",1,7.5%
Bio-implantable germanium sensors,Fraunhofer IMS,"Duisburg, Germany","Duisburg (Germany), Dresden (Germany), Munich (Germany)",procurement@ims.fraunhofer.de,www.ims.fraunhofer.de,4.7,45,"$420,000,000",1984,350,"Prof. Holger Vogt, +49-203-3783-100","ISO 9001, ISO 13485",21,"Net 30",6,"ISO 9001:2015, ISO 13485:2016","Resource efficient research, Sustainable electronics",1,12.3%
Bio-implantable germanium sensors,NeuroPace,"Mountain View, California, USA","Mountain View (USA), Durham (USA)",procurement@neuropace.com,www.neuropace.com,4.5,25,"$95,000,000",1997,180,"Michael Favet, +1-650-237-2700","ISO 9001, ISO 13485, FDA",30,"Net 30",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Environmental sustainability policy, Green packaging",2,21.7%
Bio-implantable germanium sensors,MicroPort Scientific Corporation,"Shanghai, China","Shanghai (China), Memphis (USA), Clamart (France), Tokyo (Japan)",procurement@microport.com,www.microport.com,4.5,55,"$848,000,000",1998,6800,"Dr. Zhaohua Chang, +86-21-3895-4600","ISO 9001, ISO 13485, FDA",45,"Net 45",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Green medical technology, Waste reduction program",1,12.8%
Bio-implantable germanium sensors,Cochlear Limited,"Sydney, Australia","Sydney (Australia), Denver (USA), Mechelen (Belgium), Tokyo (Japan)",procurement@cochlear.com,www.cochlear.com,4.7,30,"$1,600,000,000",1981,4000,"Dig Howitt, +61-2-9428-6555","ISO 9001, ISO 13485, FDA",30,"Net 45",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Environmental sustainability policy, Ethical sourcing",1,9.4%
Bio-implantable germanium sensors,LivaNova,"London, United Kingdom","London (UK), Houston (USA), Mirandola (Italy), Vancouver (Canada)",procurement@livanova.com,www.livanova.com,4.5,40,"$1,100,000,000",2015,3000,"Damien McDonald, +44-20-3325-0660","ISO 9001, ISO 13485, FDA",30,"Net 45",12,"ISO 9001:2015, ISO 13485:2016, FDA 21 CFR 820","Environmental policy, Circular economy goals",1,6.7%
Single-photon emitters,KETS Quantum Security,"Bristol, United Kingdom","Bristol (UK), London (UK)",procurement@kets-quantum.com,www.kets-quantum.com,4.6,25,"$18,000,000",2016,45,"Dr. Christopher Erven, +44-117-328-6200","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Green quantum initiative, Low-energy design",2,47.5%
Single-photon emitters,Toshiba Research Europe,"Cambridge, United Kingdom","Cambridge (UK), Bristol (UK), Tokyo (Japan)",procurement@crl.toshiba.co.uk,www.toshiba.eu/eu/Cambridge-Research-Laboratory,4.7,35,"$3,100,000,000",1991,320,"Dr. Andrew Shields, +44-1223-436900","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Carbon neutrality target, Sustainable research",1,14.8%
Single-photon emitters,ID Quantique,"Geneva, Switzerland","Geneva (Switzerland), Boston (USA), Seoul (South Korea)",procurement@idquantique.com,www.idquantique.com,4.8,30,"$75,000,000",2001,120,"Grégoire Ribordy, +41-22-301-8383","ISO 9001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 27001:2013","Sustainable quantum communication, Eco-friendly design",1,18.5%
Single-photon emitters,QuTools GmbH,"Munich, Germany","Munich (Germany), Berlin (Germany)",procurement@qutools.com,www.qutools.com,4.5,20,"$12,000,000",2005,35,"Dr. Henning Weier, +49-89-321-649-50","ISO 9001",15,"Net 30",6,"ISO 9001:2015","German sustainability standards, Eco-friendly packaging",2,21.3%
Single-photon emitters,Quantum Opus,"Novi, Michigan, USA","Novi (USA), Ann Arbor (USA)",procurement@quantumopus.com,www.quantumopus.com,4.4,18,"$8,000,000",2013,25,"Dr. Aaron Miller, +1-248-227-4950","ISO 9001",15,"Net 30",6,"ISO 9001:2015","Green photonics, Energy efficiency goals",2,32.6%
Single-photon emitters,NuCrypt,"Evanston, Illinois, USA","Evanston (USA), Chicago (USA)",procurement@nucrypt.net,www.nucrypt.net,4.3,15,"$5,000,000",2004,20,"Dr. Prem Kumar, +1-847-866-9292","ISO 9001",15,"Net 30",6,"ISO 9001:2015","Sustainable quantum technology, Energy conservation",2,28.4%
Single-photon emitters,Photon Spot,"Monrovia, California, USA","Monrovia (USA), Pasadena (USA)",procurement@photonspot.com,www.photonspot.com,4.5,20,"$7,500,000",2012,30,"Dr. John Fini, +1-626-486-1560","ISO 9001",15,"Net 30",6,"ISO 9001:2015","Minimal waste production, Energy conservation",2,24.7%
Single-photon emitters,PicoQuant,"Berlin, Germany","Berlin (Germany), Adlershof (Germany)",procurement@picoquant.com,www.picoquant.com,4.7,35,"$45,000,000",1996,110,"Rainer Erdmann, +49-30-6392-6560","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Environmental management system, Green design",1,12.8%
Single-photon emitters,Quandela,"Palaiseau, France","Palaiseau (France), Paris (France)",procurement@quandela.com,www.quandela.com,4.6,20,"$25,000,000",2017,45,"Valérian Giesz, +33-1-8328-4750","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable photonics research, Energy efficient facility",2,41.5%
Integrated photonic circuits,Infinera Corporation,"Sunnyvale, California, USA","Sunnyvale (USA), Annapolis Junction (USA), Bangalore (India), Beijing (China)",procurement@infinera.com,www.infinera.com,4.8,145,"$1,420,000,000",2000,3200,"David Heard, +1-408-572-5200","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Corporate responsibility program, Eco-efficient solutions",1,8.5%
Integrated photonic circuits,NeoPhotonics Corporation,"San Jose, California, USA","San Jose (USA), Shenzhen (China), Tokyo (Japan), Ottawa (Canada)",procurement@neophotonics.com,www.neophotonics.com,4.7,130,"$371,000,000",1996,1700,"Timothy Jenks, +1-408-232-9200","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Sustainable photonics manufacturing, Green processes",1,11.3%
Integrated photonic circuits,Acacia Communications,"Maynard, Massachusetts, USA","Maynard (USA), Holmdel (USA), Ottawa (Canada), Bangalore (India)",procurement@acacia-inc.com,www.acacia-inc.com,4.7,120,"$535,000,000",2009,400,"Raj Shanmugaraj, +1-978-938-4896","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Digital sustainability, Power optimization initiatives",1,14.5%
Integrated photonic circuits,EFFECT Photonics,"Eindhoven, Netherlands","Eindhoven (Netherlands), Torbay (UK), California (USA), Shenzhen (China)",procurement@effectphotonics.com,www.effectphotonics.com,4.6,85,"$110,000,000",2010,180,"James Regan, +31-40-7074000","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Energy efficiency initiatives, Carbon neutral goals",1,32.7%
Integrated photonic circuits,Huawei Technologies,"Shenzhen, China","Shenzhen (China), Dongguan (China), Munich (Germany), Ottawa (Canada)",procurement@huawei.com,www.huawei.com,4.6,200,"$136,700,000,000",1987,195000,"Ren Zhengfei, +86-755-2878-0808","ISO 9001, ISO 14001, TL 9000",45,"Net 60",18,"ISO 9001:2015, ISO 14001, TL 9000","Carbon neutrality action plan, Digital power initiatives",1,4.8%
Integrated photonic circuits,Lumentum Operations,"San Jose, California, USA","San Jose (USA), Ottawa (Canada), Zurich (Switzerland), Shanghai (China)",procurement@lumentum.com,www.lumentum.com,4.7,150,"$1,740,000,000",2015,5500,"Alan Lowe, +1-408-546-5000","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Sustainable operations program, Resource efficiency",1,7.2%
Integrated photonic circuits,LioniX International,"Enschede, Netherlands","Enschede (Netherlands), Twente (Netherlands)",procurement@lionix-int.com,www.lionix-int.com,4.5,55,"$32,000,000",2001,85,"Hans van den Vlekkert, +31-53-483-8800","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Dutch green innovation, Circular manufacturing",1,19.8%
Integrated photonic circuits,VLC Photonics,"Valencia, Spain","Valencia (Spain), Castellon (Spain)",procurement@vlcphotonics.com,www.vlcphotonics.com,4.4,35,"$12,000,000",2011,45,"Pascual Muñoz, +34-961-829-044","ISO 9001",15,"Net 30",6,"ISO 9001:2015","European sustainable development goals, Low-energy ops",2,26.4%
Integrated photonic circuits,Inphi Corporation,"Santa Clara, California, USA","Santa Clara (USA), Westlake Village (USA), Singapore, Shenzhen (China)",procurement@inphi.com,www.inphi.com,4.6,90,"$365,000,000",2000,650,"Ford Tamer, +1-408-217-7300","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Green IC initiatives, Energy conservation program",1,18.7%
Quantum entanglement generators,IQOQI (Institute for Quantum Optics and Quantum Information),"Vienna, Austria","Vienna (Austria), Innsbruck (Austria)",procurement@iqoqi.at,www.iqoqi.at,4.9,45,"$68,000,000",2003,150,"Prof. Anton Zeilinger, +43-1-4277-29700","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable quantum research, Energy-efficient facilities",1,22.5%
Quantum entanglement generators,Quantum Brilliance,"Canberra, Australia","Canberra (Australia), Stuttgart (Germany), Melbourne (Australia)",procurement@quantumbrilliance.com,www.quantumbrilliance.com,4.7,35,"$45,000,000",2019,70,"Dr. Marcus Doherty, +61-2-6125-0000","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Room-temp quantum computing, Energy efficiency",2,48.2%
Quantum entanglement generators,INRIM (Italian National Metrology Institute),"Turin, Italy","Turin (Italy), Rome (Italy)",procurement@inrim.it,www.inrim.it,4.6,40,"$75,000,000",1968,220,"Dr. Maria Luisa Rastello, +39-011-3919-1","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable metrology, Green lab certification",1,13.5%
Quantum entanglement generators,NIST Quantum Information Program,"Boulder, Colorado, USA","Boulder (USA), Gaithersburg (USA)",procurement@nist.gov,www.nist.gov/programs-projects/quantum-information-program,4.8,55,"$1,200,000,000",1901,3400,"Dr. Carl Williams, +1-303-497-3000","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","NIST sustainability program, Green standards",1,8.7%
Quantum entanglement generators,Quantum Technology Center (University of Maryland),"College Park, Maryland, USA","College Park (USA), Baltimore (USA)",procurement@qtc.umd.edu,www.qtc.umd.edu,4.7,30,"$45,000,000",2019,120,"Dr. Ronald Walsworth, +1-301-405-1000","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable quantum tech, Energy management",2,35.8%
Quantum entanglement generators,Shanghai Quantum Information Technology,"Shanghai, China","Shanghai (China), Beijing (China), Hefei (China)",procurement@shquantum.cn,www.shquantum.cn,4.5,50,"$85,000,000",2017,180,"Dr. Zhang Wei, +86-21-6142-0000","ISO 9001, ISO 14001",45,"Net 60",12,"ISO 9001:2015, ISO 14001","Eco-friendly lab practices, Energy reduction goals",1,27.3%
Quantum entanglement generators,QuiX Quantum,"Enschede, Netherlands","Enschede (Netherlands), Twente (Netherlands)",procurement@quixquantum.com,www.quixquantum.com,4.6,25,"$18,000,000",2019,40,"Dr. Stefan Hengesbach, +31-53-483-5000","ISO 9001",15,"Net 30",6,"ISO 9001:2015","Sustainable photonic quantum computing, Low energy use",2,42.7%
Quantum entanglement generators,CQC2T (Centre for Quantum Computation & Communication Technology),"Sydney, Australia","Sydney (Australia), Melbourne (Australia), Canberra (Australia)",procurement@cqc2t.org,www.cqc2t.org,4.7,35,"$65,000,000",2000,150,"Prof. Michelle Simmons, +61-2-9385-6311","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Australian Green Lab certification, Energy efficiency",1,18.9%
Quantum entanglement generators,Paris Centre for Quantum Computing,"Paris, France","Paris (France), Palaiseau (France)",procurement@pcqc.fr,www.pcqc.fr,4.6,30,"$42,000,000",2014,90,"Dr. Frédéric Magniez, +33-1-5727-9000","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable research facility, Carbon footprint reduction",2,24.6%
Quantum random number generators,Quantum eMotion,"Montreal, Quebec, Canada","Montreal (Canada), Toronto (Canada)",procurement@quantumemotion.com,www.quantumemotion.com,4.5,25,"$15,000,000",2017,35,"Francis Bellido, +1-514-360-0571","ISO 9001, ISO 27001",15,"Net 30",6,"ISO 9001:2015, ISO 27001:2013","Green quantum security, Energy efficient systems",2,38.5%
Quantum random number generators,Cambridge Quantum Computing,"Cambridge, United Kingdom","Cambridge (UK), London (UK), San Francisco (USA), Tokyo (Japan)",procurement@cambridgequantum.com,www.cambridgequantum.com,4.8,40,"$120,000,000",2014,200,"Ilyas Khan, +44-1223-627-600","ISO 9001, ISO 27001",21,"Net 30",12,"ISO 9001:2015, ISO 27001:2013","Quantum sustainability program, Green computing",1,26.4%
Quantum random number generators,Quantum Numbers Corp.,"Montreal, Quebec, Canada","Montreal (Canada), Ottawa (Canada)",procurement@quantumnumberscorp.com,www.quantumnumberscorp.com,4.4,20,"$8,000,000",2007,25,"Marc Rousseau, +1-514-213-8844","ISO 9001, ISO 27001",15,"Net 30",6,"ISO 9001:2015, ISO 27001:2013","Low-energy quantum devices, Carbon reduction",2,42.8%
Quantum random number generators,ID Quantique,"Geneva, Switzerland","Geneva (Switzerland), Boston (USA), Seoul (South Korea)",procurement@idquantique.com,www.idquantique.com,4.8,60,"$75,000,000",2001,120,"Grégoire Ribordy, +41-22-301-8383","ISO 9001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 27001:2013","Sustainable quantum security, European Green standards",1,18.5%
Quantum random number generators,Quantum Numbers Technology,"Shanghai, China","Shanghai (China), Shenzhen (China)",procurement@quantumnumberstech.cn,www.quantumnumberstech.cn,4.4,30,"$25,000,000",2016,80,"Li Wei, +86-21-5108-0000","ISO 9001, ISO 27001",45,"Net 60",12,"ISO 9001:2015, ISO 27001:2013","Energy-efficient manufacturing, Green facility",2,32.7%
Quantum random number generators,ANU Quantum Random Numbers,"Canberra, Australia","Canberra (Australia), Sydney (Australia)",procurement@anu-qrng.au,www.qrng.anu.edu.au,4.7,15,"$20,000,000",2011,40,"Prof. Ping Koy Lam, +61-2-6125-8378","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Australian sustainable research, Low-power computing",2,18.9%
Quantum random number generators,QuintessenceLabs,"Canberra, Australia","Canberra (Australia), San Jose (USA), London (UK)",procurement@quintessencelabs.com,www.quintessencelabs.com,4.6,35,"$45,000,000",2008,90,"Vikram Sharma, +61-2-6140-4494","ISO 9001, ISO 27001",21,"Net 30",12,"ISO 9001:2015, ISO 27001:2013","Sustainable quantum cryptography, Energy goals",1,22.6%
Quantum random number generators,Korea Institute of Science and Technology,"Seoul, South Korea","Seoul (South Korea), Daejeon (South Korea)",procurement@kist.re.kr,www.kist.re.kr,4.7,40,"$650,000,000",1966,2000,"Dr. Lee Byung-Gwon, +82-2-958-5114","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Korean green tech initiative, Sustainable lab",1,9.2%
Quantum random number generators,Institute of Quantum Computing (University of Waterloo),"Waterloo, Ontario, Canada","Waterloo (Canada), Toronto (Canada)",procurement@uwaterloo.ca,www.uwaterloo.ca/institute-for-quantum-computing,4.7,25,"$70,000,000",2002,250,"Dr. Raymond Laflamme, +1-519-888-4021","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Canadian green quantum initiative, Energy efficient",1,16.7%
Superconducting germanium compounds,American Superconductor,"Ayer, Massachusetts, USA","Ayer (USA), Klagenfurt (Austria), Timisoara (Romania)",procurement@amsc.com,www.amsc.com,4.7,85,"$117,000,000",1987,560,"Daniel McGahn, +1-978-842-3000","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Energy efficiency program, Sustainable materials",1,9.5%
Superconducting germanium compounds,BASF Superconductor Technologies,"Ludwigshafen, Germany","Ludwigshafen (Germany), Shanghai (China), Florham Park (USA)",procurement@basf.com,www.basf.com,4.8,120,"$63,500,000,000",1865,110000,"Dr. Martin Brudermüller, +49-621-60-0","ISO 9001, ISO 14001, IATF 16949",45,"Net 60",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon Management, Circular economy initiative",1,5.6%
Superconducting germanium compounds,Bruker Advanced Supercon,"Billerica, Massachusetts, USA","Billerica (USA), Bergisch Gladbach (Germany), Beijing (China)",procurement@bruker.com,www.bruker.com,4.7,70,"$2,340,000,000",1960,7300,"Frank Laukien, +1-978-663-3660","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Environmental sustainability, Green lab initiative",1,7.8%
Superconducting germanium compounds,CSIRO Superconductors,"Lindfield, Australia","Lindfield (Australia), Melbourne (Australia)",procurement@csiro.au,www.csiro.au,4.6,55,"$1,400,000,000",1916,5500,"Dr. Larry Marshall, +61-2-9717-9111","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Australian sustainable research, Low carbon future",1,8.2%
Superconducting germanium compounds,Furukawa Electric,"Tokyo, Japan","Tokyo (Japan), Yokohama (Japan), Santa Clara (USA), Frankfurt (Germany)",procurement@furukawa.co.jp,www.furukawa.co.jp/english,4.6,95,"$7,200,000,000",1884,50000,"Keiichi Kobayashi, +81-3-3286-3001","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Global warming countermeasures, Material recycling",1,6.7%
Superconducting germanium compounds,National High Magnetic Field Laboratory,"Tallahassee, Florida, USA","Tallahassee (USA), Los Alamos (USA)",procurement@magnet.fsu.edu,www.nationalmaglab.org,4.8,50,"$65,000,000",1990,300,"Dr. Gregory Boebinger, +1-850-644-0311","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable high-field science, Energy efficiency",1,12.5%
Superconducting germanium compounds,Shanghai Superconductor Technology,"Shanghai, China","Shanghai (China), Hefei (China)",procurement@sh-superconductor.com,www.sh-superconductor.com,4.5,110,"$180,000,000",2005,850,"Dr. Wang Chen, +86-21-3418-0000","ISO 9001, ISO 14001",45,"Net 60",12,"ISO 9001:2015, ISO 14001","Chinese green tech initiative, Clean production",1,16.7%
Superconducting germanium compounds,Sumitomo Electric Industries,"Osaka, Japan","Osaka (Japan), Tokyo (Japan), San Jose (USA), London (UK)",procurement@sei.co.jp,www.global-sei.com,4.7,125,"$29,800,000,000",1897,280000,"Osamu Inoue, +81-6-6220-4141","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Global environmental management, Carbon neutrality",1,5.2%
Superconducting germanium compounds,European Superconductors (Nexans),"Paris, France","Paris (France), Hanover (Germany), Brussels (Belgium)",procurement@nexans.com,www.nexans.com,4.6,80,"$6,700,000,000",1897,25000,"Christopher Guérin, +33-1-7813-8383","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon neutrality pledge, Circular production",1,7.8%
Germanium junction tunneling devices,Samsung Advanced Institute of Technology,"Suwon, South Korea","Suwon (South Korea), San Jose (USA), Cambridge (UK), Moscow (Russia)",procurement@samsung.com,www.sait.samsung.co.kr,4.8,180,"$230,400,000,000",1987,320000,"Kim Ki-nam, +82-31-200-1114","ISO 9001, ISO 14001, IATF 16949",30,"Net 60",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon neutrality by 2050, Circular economy",1,4.2%
Germanium junction tunneling devices,IBM Research,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Almaden (USA), Zurich (Switzerland), Tokyo (Japan)",procurement@us.ibm.com,www.research.ibm.com,4.9,120,"$73,600,000,000",1945,350000,"Dr. Dario Gil, +1-914-945-3000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Net Zero 2030 pledge, Water conservation",1,3.6%
Germanium junction tunneling devices,Intel Labs,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Bangalore (India), Munich (Germany)",procurement@intel.com,www.intel.com/labs,4.8,150,"$79,000,000,000",1968,121000,"Rich Uhlig, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","RISE 2030 strategy, Sustainable manufacturing",1,3.8%
Germanium junction tunneling devices,Imec,"Leuven, Belgium","Leuven (Belgium), Eindhoven (Netherlands), Hsinchu (Taiwan)",procurement@imec.be,www.imec-int.com,4.7,85,"$680,000,000",1984,4500,"Luc Van den hove, +32-16-281-211","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Green clean room initiative, Circular program",1,11.5%
Germanium junction tunneling devices,STMicroelectronics,"Geneva, Switzerland","Geneva (Switzerland), Grenoble (France), Singapore, Catania (Italy)",procurement@st.com,www.st.com,4.6,110,"$12,800,000,000",1987,48000,"Jean-Marc Chery, +41-22-929-2929","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon neutral by 2027, Responsible products",1,5.6%
